ZIP Code,Latitude,Longitude,County FIPS
00001,38.110087276811186,-111.89138913569194,02071
00002,42.267495646382336,-93.92006787946261,03572
00003,39.45818937944704,-72.50628203142236,07868
00004,38.01187622088561,-95.82812715698743,02034
00005,34.98261530862052,-119.1429393173483,03350
00006,40.53594239201526,-94.3657255685915,08363
00007,35.33075911439272,-83.70218611571784,02503
00008,46.67997633219265,-106.82817534967447,02482
00009,48.47636124253775,-122.0778368331012,09039
00010,33.977763844494476,-117.84157429885623,02435
00011,44.17997283786153,-79.72692130839914,07922
00012,37.612360699531564,-69.95270223110276,09589
00013,38.590633894843236,-83.2982192135229,08042
00014,47.525163077488926,-81.22484502582284,08228
00015,26.17136057405171,-118.63318518558134,09338
00016,26.573499297407086,-87.9455498885205,04529
00017,24.90152632615873,-108.19292251294996,02605
00018,45.201854331544155,-103.99761757699306,09865
00019,43.84092780057241,-124.81652623115347,04688
00020,46.13621506099893,-122.4727450638771,01900
00021,48.85007206662942,-78.88477838784425,03667
00022,44.3657221605757,-79.85597032643435,06989
00023,35.92777737794437,-92.24416582285983,04128
00024,43.90021008350476,-102.5073254321648,05056
00025,27.351755267334198,-104.95896980496536,07300
00026,40.38668647698323,-101.19079178639397,01830
00027,27.978427113441622,-121.10627795780368,05771
00028,48.00174213268085,-68.46932818518923,07949
00029,37.436279956306876,-121.28037393823887,05311
00030,34.757901289580204,-118.70329598519669,02576
00031,31.007036863051024,-97.21009653456863,08681
00032,43.74289814326668,-74.39691963070419,02600
00033,35.794615308943726,-68.07789375366053,01048
00034,38.600363936027236,-85.64282284333927,05372
00035,24.865828472793666,-74.06728896235755,07998
00036,39.82981468270687,-109.46306075371456,05062
00037,39.691386524174,-89.23925850565905,08027
00038,39.81228556060627,-98.88207457018859,06874
00039,47.97873217332736,-89.13787528615103,04734
00040,41.433667725012796,-78.38422325943536,08338
00041,33.379709394932796,-122.78576928731195,07309
00042,35.31688431313563,-107.78849642731987,01345
00043,41.82875120539029,-105.60265433801848,05080
00044,25.901225096345776,-95.44034775349752,03328
00045,41.05750802389211,-81.73848721759553,02472
00046,41.15424061791205,-90.56286613857398,02713
00047,29.65335795524119,-105.0486495835942,09340
00048,27.617924772114357,-107.4259096542284,04091
00049,32.27824740431105,-108.76027468674869,03836
00050,33.4847309298528,-71.51764655782662,09938
00051,38.644413409040496,-74.17410196477033,03770
00052,35.35610454847213,-76.14640113187357,06063
00053,49.093842884115844,-74.45959276169566,01288
00054,26.946208833212264,-77.30768020671704,04716
00055,29.615730825135536,-68.1941267923597,03357
00056,28.427118298386183,-78.63128833693963,03773
00057,40.716211492145646,-85.68104482217859,09792
00058,30.725571228844203,-99.73790537110904,08189
00059,36.048504907672026,-69.98114726134993,09498
