zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Distance [km],Distamce [mi],Location,zip0,EPW_file_name_2023,distance_location_station_miles_2023,weather_station_wmo_2023,hdd_base65F_2023,cdd_base65F_2023,Tdb_holes_2023,Tdew_holes_2023,RH_holes_2023,EnergyPlus Status,Missing Data,Extreme Temperature,Sudden Temp Jumps,Constant Temp Periods,Day-Night Swings,Summer Freezing,Winter Extreme Heat,Missing Temperature Data
51103,42.51807,-96.4428,Sioux City,IA,Iowa,True,,17356,635.5,19193,Woodbury,"{""19193"": ""100""}",Woodbury,19193,False,False,America/Chicago,35.35249525,21.95807158,Le Mars / Armel Acres Mobile Home Estates,51103,KLRJ0_2023.epw,21.96701532709998,KLRJ0,6656.0,956.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
70740,30.33983,-91.43534,Grosse Tete,LA,Louisiana,True,,1634,7.3,22047,Iberville,"{""22047"": ""100""}",Iberville,22047,False,False,America/Chicago,35.35208922,21.95781939,Baton Rouge Metropolitan Airport,70740,KBTR0_2023.epw,21.96676302841216,KBTR0,1098.0,3585.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
58004,47.02568,-97.26258,Amenia,ND,North Dakota,True,,253,1.7,38017,Cass,"{""38017"": ""100""}",Cass,38017,False,False,America/Chicago,35.35143654,21.957414,Hector International Airport,58004,72753_2023.epw,21.96635747175882,72753,8209.0,946.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
95606,38.75605,-122.19543,Brooks,CA,California,True,,240,2.5,6113,Yolo,"{""06113"": ""100""}",Yolo,6113,False,False,America/Los_Angeles,35.35039438,21.95676669,Davis / Plainfield,95606,KDWA0_2023.epw,21.96570990486541,KDWA0,2617.0,1228.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
43144,39.52851,-82.19212,Murray City,OH,Ohio,True,,401,22.0,39073,Hocking,"{""39073"": ""100""}",Hocking,39073,False,False,America/New_York,35.35019758,21.95664446,Ohio University / Albany,43144,KUNI0_2023.epw,21.965587617412456,KUNI0,4440.0,734.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
29916,32.72295,-80.96338,Early Branch,SC,South Carolina,True,,1537,8.1,45049,Hampton,"{""45049"": ""59.88"", ""45053"": ""40.12""}",Hampton|Jasper,45049|45053,False,False,America/New_York,35.34674947,21.95450277,Beaufort / Grays Hill,29916,KNBC0_2023.epw,21.96344506314257,KNBC0,1226.0,2559.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
32465,30.00212,-85.17799,Wewahitchka,FL,Florida,True,,8179,13.4,12045,Gulf,"{""12045"": ""100""}",Gulf,12045,False,False,America/Chicago,35.34364344,21.95257356,Apalachicola Municipal Airport,32465,72220_2023.epw,21.961515067686367,72220,881.0,2904.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
62063,39.1978,-90.14761,Medora,IL,Illinois,True,,1082,8.6,17117,Macoupin,"{""17117"": ""66.8"", ""17083"": ""33.2""}",Macoupin|Jersey,17117|17083,False,False,America/Chicago,35.34358901,21.95253976,Alton / Oakwood Heights,62063,KALN0_2023.epw,21.961481246060465,KALN0,4114.0,1208.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
24954,38.22328,-80.0431,Marlinton,WV,West Virginia,True,,3905,5.3,54075,Pocahontas,"{""54075"": ""100""}",Pocahontas,54075,False,False,America/New_York,35.34354039,21.95250956,Hot Springs / Healing Springs,24954,KHSP0_2023.epw,21.96145103464475,KHSP0,5275.0,275.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
27892,35.81743,-77.06452,Williamston,NC,North Carolina,True,,14161,28.3,37117,Martin,"{""37117"": ""99.68"", ""37013"": ""0.32""}",Martin|Beaufort,37117|37013,False,False,America/New_York,27.47885446,17.06761147,Warren Field Airport,27892,2UG92_2023.epw,17.07456327704267,2UG92,2398.0,1631.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57368,43.75128,-98.47749,Plankinton,SD,South Dakota,True,,1167,1.9,46003,Aurora,"{""46003"": ""100""}",Aurora,46003,False,False,America/Chicago,35.34222734,21.951694,Mitchell / River Bluff Addition,57368,KMHE0_2023.epw,21.96063514353958,KMHE0,7034.0,1060.0,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
78838,29.5291,-99.74382,Concan,TX,Texas,True,,156,1.3,48463,Uvalde,"{""48463"": ""100""}",Uvalde,48463,False,False,America/Chicago,35.33775412,21.9489156,Uvalde / Brice Lane Colonia,78838,KUVA0_2023.epw,21.957855614174203,KUVA0,1212.0,3422.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
74034,36.22631,-96.57904,Hallett,OK,Oklahoma,True,,122,14.6,40117,Pawnee,"{""40117"": ""100""}",Pawnee,40117,False,False,America/Chicago,28.93453076,17.97175824,Hominy Municipal,74034,74643_2023.epw,17.979078315392442,74643,3341.0,2172.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
48885,43.24983,-85.14445,Sidney,MI,Michigan,True,,833,18.9,26117,Montcalm,"{""26117"": ""100""}",Montcalm,26117,False,False,America/Detroit,35.33603517,21.94784793,Ionia / Canterbury Estates Mobile Home Park,48885,KY700_2023.epw,21.95678751085136,KY700,5811.0,561.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
88314,33.10073,-105.86726,Bent,NM,New Mexico,True,,56,0.5,35035,Otero,"{""35035"": ""100""}",Otero,35035,False,False,America/Denver,31.81876172,19.76320604,Alamogordo-White,88314,OLSNK_2023.epw,19.771255791175737,OLSNK,2836.0,2355.0,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Suspicious,Good,Good
17731,41.42874,-76.56675,Eagles Mere,PA,Pennsylvania,True,,245,6.8,42113,Sullivan,"{""42113"": ""100""}",Sullivan,42113,False,False,America/New_York,35.33536645,21.94743258,Williamsport-Lycoming County,17731,72514_2023.epw,21.956371985900105,72514,4898.0,741.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
14885,42.04656,-77.57035,Troupsburg,NY,New York,True,,726,6.7,36101,Steuben,"{""36101"": ""100""}",Steuben,36101,False,False,America/New_York,35.33476163,21.94705691,Wellsville / Norton Summit,14885,KELZ0_2023.epw,21.955996168935823,KELZ0,6054.0,342.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
53947,43.74678,-89.14009,Marquette,WI,Wisconsin,True,,152,229.7,55047,Green Lake,"{""55047"": ""100""}",Green Lake,55047,False,False,America/Chicago,35.33053179,21.94442968,Wautoma,53947,KY500_2023.epw,21.953367867736763,KY500,6800.0,605.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
56149,44.30096,-96.30744,Lake Benton,MN,Minnesota,True,,1128,3.9,27081,Lincoln,"{""27081"": ""99.05"", ""27117"": ""0.95""}",Lincoln|Pipestone,27081|27117,False,False,America/Chicago,35.3267749,21.94209621,Pipestone,56149,KPQN0_2023.epw,21.951033447687585,KPQN0,7431.0,866.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
72442,35.81981,-90.1935,Manila,AR,Arkansas,True,,4355,15.0,5093,Mississippi,"{""05093"": ""100""}",Mississippi,5093,False,False,America/Chicago,35.32164763,21.93891157,Blytheville / Burton,72442,KHKA0_2023.epw,21.947847511039416,KHKA0,2758.0,1968.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79097,35.43582,-101.17852,White Deer,TX,Texas,True,,890,2.9,48065,Carson,"{""48065"": ""100""}",Carson,48065,False,False,America/Chicago,25.68675516,15.95450631,Perry Lefors Field Airport,79097,ST9X5_2023.epw,15.96100474271773,ST9X5,3589.0,1890.0,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
41731,37.10919,-83.06907,Cornettsville,KY,Kentucky,True,,1048,15.1,21193,Perry,"{""21193"": ""72.53"", ""21133"": ""27.47""}",Perry|Letcher,21193|21133,False,False,America/New_York,35.31880705,21.93714723,Hazard / Engle,41731,KCPF0_2023.epw,21.94608245420776,KCPF0,3819.0,657.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
50669,42.33212,-92.6077,Reinbeck,IA,Iowa,True,,2164,9.0,19075,Grundy,"{""19075"": ""91.54"", ""19171"": ""8.29"", ""19013"": ""0.16""}",Grundy|Tama|Black Hawk,19075|19171|19013,False,False,America/Chicago,35.31735546,21.93624563,Marshalltown / Maulsby,50669,KMIW0_2023.epw,21.94518048101881,KMIW0,5946.0,909.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
71222,32.82676,-92.65791,Bernice,LA,Louisiana,True,,3318,8.7,22111,Union,"{""22111"": ""89.37"", ""22027"": ""10.63""}",Union|Claiborne,22111|22027,False,False,America/Chicago,35.31512597,21.93486085,Ruston / Longstraw,71222,KRSN0_2023.epw,21.94379513860657,KRSN0,1956.0,2614.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
54844,46.79019,-91.22254,Herbster,WI,Wisconsin,True,,216,1.4,55007,Bayfield,"{""55007"": ""100""}",Bayfield,55007,False,False,America/Chicago,35.31391283,21.93410735,La Pointe,54844,K4R50_2023.epw,21.943041329474863,K4R50,8125.0,139.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
17313,39.88617,-76.65658,Dallastown,PA,Pennsylvania,True,,11110,404.9,42133,York,"{""42133"": ""100""}",York,42133,False,False,America/New_York,19.15339358,11.89651775,York Airport,17313,J6V1G_2023.epw,11.901363319194733,J6V1G,4551.0,888.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
76940,31.43903,-100.14294,Mereta,TX,Texas,True,,115,3.0,48451,Tom Green,"{""48451"": ""100""}",Tom Green,48451,False,False,America/Chicago,35.30699388,21.92980986,Mathis Field,76940,72263_2023.epw,21.93874209348068,72263,1984.0,3311.0,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
62553,39.26621,-89.10717,Oconee,IL,Illinois,True,,515,5.6,17173,Shelby,"{""17173"": ""86.73"", ""17135"": ""13.27""}",Shelby|Montgomery,17173|17135,False,False,America/Chicago,30.9678194,19.23467044,Vandalia / Shafter,62553,KTAZ0_2023.epw,21.93636931513236,KTAZ0,4530.0,1029.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
36512,30.99765,-88.01484,Bucks,AL,Alabama,True,,47,3.3,1097,Mobile,"{""01097"": ""100""}",Mobile,1097,False,False,America/Chicago,23.41706781,14.54476261,Bay Minette Municipal Airport,36512,BN2KA_2023.epw,14.550686840022191,BN2KA,1332.0,2656.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
72006,35.24538,-91.35119,Augusta,AR,Arkansas,True,,2609,5.2,5147,Woodruff,"{""05147"": ""100""}",Woodruff,5147,False,False,America/Chicago,35.30139624,21.92633307,Searcy / Gum Springs (Historical),72006,KSRC0_2023.epw,21.93526388055256,KSRC0,2807.0,2031.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
43006,40.45874,-82.14575,Brinkhaven,OH,Ohio,True,,655,10.6,39075,Holmes,"{""39075"": ""44.65"", ""39031"": ""31.39"", ""39083"": ""23.97""}",Holmes|Coshocton|Knox,39075|39031|39083,False,False,America/New_York,35.29827596,21.92439501,Mount Vernon-Knox Co / Brandon,43006,K4I30_2023.epw,21.933325034497248,K4I30,5036.0,531.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
72636,35.99012,-92.71595,Gilbert,AR,Arkansas,True,,6,7.9,5129,Searcy,"{""05129"": ""100""}",Searcy,5129,False,False,America/Chicago,35.29716921,21.92370758,Flippin,72636,KFLP0_2023.epw,21.9326373265856,KFLP0,3286.0,1659.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
16692,40.75601,-78.72003,Westover,PA,Pennsylvania,True,,674,15.5,42033,Clearfield,"{""42033"": ""100""}",Clearfield,42033,False,False,America/New_York,35.29398811,21.92173174,Indiana / Bryan Hill Manor,16692,KIDI0_2023.epw,21.930660684681943,KIDI0,5122.0,512.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
75936,30.95213,-94.57961,Chester,TX,Texas,True,,1095,3.4,48457,Tyler,"{""48457"": ""85.71"", ""48373"": ""14.29""}",Tyler|Polk,48457|48373,False,False,America/Chicago,35.29284426,21.92102128,Lufkin / Burke,75936,KLFK0_2023.epw,21.92994993074734,KLFK0,1490.0,3225.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
38565,36.26275,-85.00949,Grimsley,TN,Tennessee,True,,1367,49.3,47049,Fentress,"{""47049"": ""100""}",Fentress,47049,False,False,America/Chicago,31.74024705,19.71443916,Livingston Municipal Airport,38565,VAIFP_2023.epw,19.7224690484022,VAIFP,3205.0,1083.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
82210,41.74661,-104.83081,Chugwater,WY,Wyoming,True,,408,0.4,56031,Platte,"{""56031"": ""88.47"", ""56015"": ""11.53""}",Platte|Goshen,56031|56015,False,False,America/Denver,22.30828248,13.85607608,Bordeaux / Ferguson Corner,82210,KBRX0_2023.epw,13.861719794204925,KBRX0,6242.0,614.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
36280,33.38185,-85.38695,Woodland,AL,Alabama,True,,3875,12.1,1111,Randolph,"{""01111"": ""100""}",Randolph,1111,False,False,America/Chicago,35.28685338,21.91730024,Carrollton / Mandeville,36280,KCTJ0_2023.epw,21.9262273735942,KCTJ0,2762.0,1162.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
80737,40.87971,-102.18508,Julesburg,CO,Colorado,True,,1682,2.7,8115,Sedgwick,"{""08115"": ""100""}",Sedgwick,8115,False,False,America/Denver,35.2860681,21.91681249,Holyoke,80737,KHEQ0_2023.epw,21.925739423436784,KHEQ0,5756.0,897.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
35592,33.74629,-88.0844,Vernon,AL,Alabama,True,,4655,14.4,1075,Lamar,"{""01075"": ""100""}",Lamar,1075,False,False,America/Chicago,35.28217197,21.91439253,Columbus / Columbus Air Force Base,35592,KCBM0_2023.epw,21.923318480900484,KCBM0,2169.0,2112.0,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
80427,39.78026,-105.49498,Central City,CO,Colorado,True,,781,20.7,8047,Gilpin,"{""08047"": ""100""}",Gilpin,8047,False,False,America/Denver,23.03232758,14.30579353,Berthoud Pass,80427,M14U3_2023.epw,14.311620421730826,M14U3,14736.0,0.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good
95942,40.01871,-121.56466,Forest Ranch,CA,California,True,,629,4.3,6007,Butte,"{""06007"": ""100""}",Butte,6007,False,False,America/Los_Angeles,35.27490872,21.90988119,Chico,95942,72497_2023.epw,21.91880530833645,72497,2834.0,2112.0,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
59433,47.89582,-111.70633,Dutton,MT,Montana,True,,527,0.6,30099,Teton,"{""30099"": ""100""}",Teton,30099,False,False,America/Denver,19.98891902,12.41547765,Juliett,59433,U1K6U_2023.epw,12.42053460162185,U1K6U,7463.0,331.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99568,60.21181,-151.39605,Clam Gulch,AK,Alaska,True,,315,6.3,2122,Kenai Peninsula,"{""02122"": ""100""}",Kenai Peninsula,2122,False,False,America/Anchorage,35.27178078,21.90793837,Soldotna,99568,PASX0_2023.epw,21.916861692046247,PASX0,10636.0,0.0,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
32428,30.61436,-85.57852,Chipley,FL,Florida,True,,17179,23.6,12133,Washington,"{""12133"": ""100""}",Washington,12133,False,False,America/Chicago,25.6196659,15.91283596,Tri-County Airport,32428,G93KN_2023.epw,15.919317419425408,G93KN,1236.0,2603.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
37397,35.21755,-85.51563,Whitwell,TN,Tennessee,True,,9525,22.5,47115,Marion,"{""47115"": ""87"", ""47153"": ""13""}",Marion|Sequatchie,47115|47153,False,False,America/Chicago,35.26656035,21.90469587,Lovell Field,37397,72324_2023.epw,21.913617872152205,72324,2413.0,1794.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
62689,39.53367,-89.76185,Thayer,IL,Illinois,True,,503,314.6,17167,Sangamon,"{""17167"": ""100""}",Sangamon,17167,False,False,America/Chicago,35.26515767,21.90382464,Springfield / Bando,62689,72439_2023.epw,21.912746283746145,72439,4518.0,1146.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
20688,38.33554,-76.46837,Solomons,MD,Maryland,True,,1739,469.0,24009,Calvert,"{""24009"": ""100""}",Calvert,24009,False,False,America/New_York,7.472961569,4.641591037,St Marys County Airport,20688,7J348_2023.epw,4.643481603373624,7J348,3448.0,1127.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
81090,37.35668,-102.22135,Walsh,CO,Colorado,True,,1025,0.6,8009,Baca,"{""08009"": ""100""}",Baca,8009,False,False,America/Denver,35.26379959,21.90298111,Springfield,81090,KSPD0_2023.epw,21.911902416872387,KSPD0,4966.0,1095.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
74939,34.70454,-94.61531,Hodgen,OK,Oklahoma,True,,1164,3.0,40079,Le Flore,"{""40079"": ""100""}",Le Flore,40079,False,False,America/Chicago,35.25969906,21.9004342,Poteau / Sorrels,74939,KRKR0_2023.epw,21.9093544671386,KRKR0,2945.0,2184.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
15753,40.78761,-78.65143,La Jose,PA,Pennsylvania,True,,463,4.6,42033,Clearfield,"{""42033"": ""100""}",Clearfield,42033,False,False,America/New_York,35.25934009,21.90021124,Clearfield / Kerr Addition,15753,KFIG0_2023.epw,21.909131412132687,KFIG0,5409.0,423.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
52565,40.74009,-91.94187,Keosauqua,IA,Iowa,True,,1570,5.2,19177,Van Buren,"{""19177"": ""100""}",Van Buren,19177,False,False,America/Chicago,35.25828899,21.89955838,Fairfield / Maharishi Vedic City,52565,KFFL0_2023.epw,21.908478285774432,KFFL0,5390.0,937.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
42120,36.6711,-86.2697,Adolphus,KY,Kentucky,True,,2779,23.8,21003,Allen,"{""21003"": ""100""}",Allen,21003,False,False,America/Chicago,20.43159897,12.69043415,Portland Municipal Airport,42120,CLI1A_2023.epw,12.69560308667752,CLI1A,3205.0,1283.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
58352,48.70751,-98.86932,Munich,ND,North Dakota,True,,501,0.9,38019,Cavalier,"{""38019"": ""94.02"", ""38095"": ""5.98""}",Cavalier|Towner,38019|38095,False,False,America/Chicago,35.25053544,21.89474251,Langdon,58352,KD550_2023.epw,21.903660455473336,KD550,9802.0,367.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
36088,32.41686,-85.71784,Tuskegee Institute,AL,Alabama,True,,4802,553.7,1087,Macon,"{""01087"": ""100""}",Macon,1087,False,False,America/Chicago,34.72133448,21.56604626,Auburn-Opelika Airport,36088,9HKU5_2023.epw,21.57483033025659,9HKU5,1827.0,2037.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
47229,38.8041,-85.86737,Crothersville,IN,Indiana,True,,3122,24.1,18071,Jackson,"{""18071"": ""94.86"", ""18079"": ""5.14""}",Jackson|Jennings,18071|18079,False,False,America/Indiana/Indianapolis,35.24786341,21.89308286,Madison / Antioch Grange,47229,KIMS0_2023.epw,21.902000132142632,KIMS0,4278.0,796.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
8241,39.53287,-74.48504,Port Republic,NJ,New Jersey,True,,1153,60.4,34001,Atlantic,"{""34001"": ""100""}",Atlantic,34001,False,False,America/New_York,35.24619541,21.89204684,Atlantic City International,8241,72407_2023.epw,21.90096368567845,72407,3986.0,1036.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
40140,37.72467,-86.30095,Garfield,KY,Kentucky,True,,595,9.6,21027,Breckinridge,"{""21027"": ""100""}",Breckinridge,21027,False,False,America/Chicago,33.35203667,20.71555072,Elizabethtown Addington Field Airport,40140,VUTNJ_2023.epw,20.723988375947947,VUTNJ,3802.0,970.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
23123,37.65471,-78.29894,New Canton,VA,Virginia,True,,1874,17.7,51029,Buckingham,"{""51029"": ""96.67"", ""51049"": ""3.33""}",Buckingham|Cumberland,51029|51049,False,False,America/New_York,35.24511881,21.89137814,Farmville / Reeds,23123,KFVX0_2023.epw,21.900294719297225,KFVX0,3548.0,999.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
76869,30.91282,-98.99787,Pontotoc,TX,Texas,True,,100,0.5,48319,Mason,"{""48319"": ""82.4"", ""48411"": ""17.6""}",Mason|San Saba,48319|48411,False,False,America/Chicago,35.24317742,21.89017231,Llano,76869,72011_2023.epw,21.89908839390748,72011,1729.0,3329.0,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
60938,40.77329,-87.98865,Gilman,IL,Illinois,True,,1959,14.8,17075,Iroquois,"{""17075"": ""100""}",Iroquois,17075,False,False,America/Chicago,35.23993465,21.88815817,Kankakee / Aroma Park,60938,KIKK0_2023.epw,21.89707343540413,KIKK0,5229.0,757.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
84317,41.30437,-111.61868,Huntsville,UT,Utah,True,,2083,3.7,49057,Weber,"{""49057"": ""100""}",Weber,49057,False,False,America/Denver,35.23946055,21.8878637,Ogden-Hinckley Airport,84317,72575_2023.epw,21.89677884195408,72575,5556.0,1387.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
68930,40.28849,-98.41415,Blue Hill,NE,Nebraska,True,,1517,4.2,31181,Webster,"{""31181"": ""91.79"", ""31001"": ""8.21""}",Webster|Adams,31181|31001,False,False,America/Chicago,35.23576087,21.88556576,Hastings / Ingleside,68930,KHSI0_2023.epw,21.894479970114137,KHSI0,5677.0,1162.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
68933,40.51674,-98.02741,Clay Center,NE,Nebraska,True,,898,5.8,31035,Clay,"{""31035"": ""100""}",Clay,31035,False,False,America/Chicago,35.23281147,21.88373383,Hastings / Ingleside,68933,KHSI0_2023.epw,21.892647293009645,KHSI0,5677.0,1162.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
50837,41.22898,-94.68109,Bridgewater,IA,Iowa,True,,341,2.6,19001,Adair,"{""19001"": ""88.83"", ""19003"": ""5.85"", ""19029"": ""5.32""}",Adair|Adams|Cass,19001|19003|19029,False,False,America/Chicago,35.23202563,21.88324573,Creston / Country Court Mobile Home Park,50837,KCSQ0_2023.epw,21.892158998466964,KCSQ0,5685.0,892.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
26814,38.76757,-79.47144,Riverton,WV,West Virginia,True,,429,2.6,54071,Pendleton,"{""54071"": ""100""}",Pendleton,54071,False,False,America/New_York,35.22818285,21.88085891,Jennings Randolph Field,26814,72417_2023.epw,21.88977120329393,72417,4992.0,394.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
68727,42.513,-97.20348,Coleridge,NE,Nebraska,True,,814,4.4,31027,Cedar,"{""31027"": ""100""}",Cedar,31027,False,False,America/Chicago,35.22515362,21.8789774,Wayne,68727,KLCG0_2023.epw,21.88788892738817,KLCG0,6335.0,978.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
85620,31.33718,-109.94117,Naco,AZ,Arizona,True,,639,247.2,4003,Cochise,"{""04003"": ""100""}",Cochise,4003,False,False,America/Phoenix,35.22307683,21.87768747,Douglas / Double Adobe,85620,KDUG0_2023.epw,21.88659847442572,KDUG0,2598.0,2174.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
87548,36.18298,-106.15596,Medanales,NM,New Mexico,True,,1341,15.5,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,False,False,America/Denver,35.22159363,21.87676623,Los Alamos,87548,KLAM0_2023.epw,21.885676855347945,KLAM0,5535.0,819.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
72130,35.66413,-92.07054,Prim,AR,Arkansas,True,,835,9.9,5023,Cleburne,"{""05023"": ""100""}",Cleburne,5023,False,False,America/Chicago,35.22021916,21.87591252,Clinton,72130,KCCA0_2023.epw,21.884822798075856,KCCA0,3378.0,1671.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
68418,40.69487,-96.38857,Palmyra,NE,Nebraska,True,,1152,6.8,31131,Otoe,"{""31131"": ""100""}",Otoe,31131,False,False,America/Chicago,35.21925865,21.87531593,Lincoln Municipal Airport,68418,72551_2023.epw,21.884225966843665,72551,5256.0,1474.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
72046,34.55647,-91.95611,England,AR,Arkansas,True,,4165,6.9,5085,Lonoke,"{""05085"": ""85.82"", ""05119"": ""8.03"", ""05069"": ""6.15""}",Lonoke|Pulaski|Jefferson,05085|05119|05069,False,False,America/Chicago,31.84940232,19.78223746,Little Rock (Adams Field),72046,OQRHP_2023.epw,19.79029496771773,OQRHP,2257.0,2557.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
50466,43.38531,-92.54188,Riceville,IA,Iowa,True,,1513,4.3,19131,Mitchell,"{""19131"": ""52.79"", ""19089"": ""47.21""}",Mitchell|Howard,19131|19089,False,False,America/Chicago,35.2172493,21.87406789,Charles City / Doubleday,50466,KCCY0_2023.epw,21.882977416646906,KCCY0,6552.0,752.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
14571,43.34256,-78.25309,Waterport,NY,New York,True,,1313,27.6,36073,Orleans,"{""36073"": ""100""}",Orleans,36073,False,False,America/New_York,35.21010879,21.86963279,Buffalo / Daws,14571,KGVQ0_2023.epw,21.878540506299725,KGVQ0,6015.0,456.0,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
49329,43.40631,-85.48347,Howard City,MI,Michigan,True,,8502,40.2,26117,Montcalm,"{""26117"": ""84.94"", ""26123"": ""15.06""}",Montcalm|Newaygo,26117|26123,False,False,America/Detroit,35.2091004,21.86900646,Big Rapids / Havenview Mobile Home Court,49329,KRQB0_2023.epw,21.87791392439009,KRQB0,6415.0,359.0,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
