zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Location,zip0,Do we have data for 2022?,weather_station_wmo_2022,hdd_base65F_2022,cdd_base65F_2022,distance_location_station_miles_2022
89017,37.73096,-115.24786,Hiko,NV,Nevada,TRUE,,102,0.1,32017,Lincoln,"{""32017"": ""100""}",Lincoln,32017,FALSE,FALSE,America/Los_Angeles,Caliente,89017,TRUE,KSGU0,3255,2916,101.0181281
99743,63.7838,-150.12799,Healy,AK,Alaska,TRUE,,1041,0.1,2068,Denali,"{""02068"": ""100""}",Denali,2068,FALSE,FALSE,America/Anchorage,Healy River,99743,TRUE,70261,13057,83,97.57709476
89001,37.27386,-115.39051,Alamo,NV,Nevada,TRUE,,1441,0.3,32017,Lincoln,"{""32017"": ""99.84"", ""32023"": ""0.16""}",Lincoln|Nye,32017|32023,FALSE,FALSE,America/Los_Angeles,Nevada Test Site / Sugar Bunker,89001,TRUE,KBVU0,2069,3739,96.23199196
84631,38.95992,-112.38345,Fillmore,UT,Utah,TRUE,,3066,7.2,49027,Millard,"{""49027"": ""100""}",Millard,49027,FALSE,FALSE,America/Denver,Delta,84631,TRUE,KPVU0,6112,1202,93.83786926
57702,44.03379,-103.39048,Rapid City,SD,South Dakota,TRUE,,34801,46,46103,Pennington,"{""46103"": ""98.6"", ""46093"": ""1.4""}",Pennington|Meade,46103|46093,FALSE,FALSE,America/Denver,Ellsworth Air Force Base,57702,TRUE,KPHP0,7508,1029,88.97769535
99780,63.19468,-143.07797,Tok,AK,Alaska,TRUE,,1559,0.5,2240,Southeast Fairbanks,"{""02240"": ""93.62"", ""02261"": ""6.38""}",Southeast Fairbanks|Valdez-Cordova,02240|02261,FALSE,FALSE,America/Anchorage,Slana,99780,TRUE,CYXQ0,14216,10,88.36734438
87008,35.14572,-106.3918,Cedar Crest,NM,New Mexico,TRUE,,2550,34.8,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver,Albuquerque / Edith Endave,87008,TRUE,KGNT0,6014,454,85.32920878
59032,47.0227,-108.74436,Grass Range,MT,Montana,TRUE,,474,0.4,30027,Fergus,"{""30027"": ""96.08"", ""30069"": ""3.92""}",Fergus|Petroleum,30027|30069,FALSE,FALSE,America/Denver,N Bar Ranch Airport,59032,TRUE,72677,7278,865,83.84007914
99585,61.9287,-162.26794,Marshall,AK,Alaska,TRUE,,299,2.3,2158,Kusilvak,"{""02158"": 100}",Kusilvak,2158,FALSE,FALSE,America/Nome,Marshall,99585,TRUE,PANV0,12447,28,83.19470433
99776,63.38825,-143.4114,Tanacross,AK,Alaska,TRUE,,141,2.6,2240,Southeast Fairbanks,"{""02240"": ""100""}",Southeast Fairbanks,2240,FALSE,FALSE,America/Anchorage,Slana,99776,TRUE,70267,12650,65,82.26866251
84624,39.40755,-112.83985,Delta,UT,Utah,TRUE,,5723,4.5,49027,Millard,"{""49027"": ""100""}",Millard,49027,FALSE,FALSE,America/Denver,Delta,84624,TRUE,KPVU0,6112,1202,81.58305046
84636,39.14063,-112.33894,Holden,UT,Utah,TRUE,,490,2.9,49027,Millard,"{""49027"": ""100""}",Millard,49027,FALSE,FALSE,America/Denver,Delta,84636,TRUE,KPVU0,6112,1202,81.39378051
57701,44.14153,-103.20508,Rapid City,SD,South Dakota,TRUE,,45670,249,46103,Pennington,"{""46103"": ""97.46"", ""46093"": ""2.54""}",Pennington|Meade,46103|46093,FALSE,FALSE,America/Denver,Ellsworth Air Force Base,57701,TRUE,KPHP0,7508,1029,79.94958511
79834,29.29122,-103.26531,Big Bend National Park,TX,Texas,TRUE,,213,0.1,48043,Brewster,"{""48043"": ""100""}",Brewster,48043,FALSE,FALSE,America/Chicago,Lajitas International Airport,79834,TRUE,KE380,2632,2006,79.57079986
84620,38.91484,-111.92771,Aurora,UT,Utah,TRUE,,923,22.1,49041,Sevier,"{""49041"": ""100""}",Sevier,49041,FALSE,FALSE,America/Denver,Manti-Ephraim Airport,84620,TRUE,72470,6461,1024,79.50183252
48001,42.63776,-82.5796,Algonac,MI,Michigan,TRUE,,11885,241.1,26147,St. Clair,"{""26147"": ""100""}",St. Clair,26147,FALSE,FALSE,America/Detroit,Selfridge Air National Guard Base,48001,TRUE,KPCW0,5880,956,78.89953861
99923,55.97796,-130.03671,Hyder,AK,Alaska,TRUE,,15,0.4,2198,Prince of Wales-Hyder,"{""02198"": ""100""}",Prince of Wales-Hyder,2198,FALSE,FALSE,America/Sitka,Ketchikan International Airport,99923,TRUE,70395,6879,17,78.54119757
99729,63.18325,-148.50259,Cantwell,AK,Alaska,TRUE,,202,0.1,2068,Denali,"{""02068"": ""94.81"", ""02170"": ""5.19""}",Denali|Matanuska-Susitna,02068|02170,FALSE,FALSE,America/Anchorage,Cantwell,99729,TRUE,70251,9995,25,78.34554216
84635,39.40218,-112.72509,Hinckley,UT,Utah,TRUE,,732,7.5,49027,Millard,"{""49027"": ""100""}",Millard,49027,FALSE,FALSE,America/Denver,Delta,84635,TRUE,KPVU0,6112,1202,77.5442857
59418,46.79849,-109.91236,Buffalo,MT,Montana,TRUE,,182,0.7,30045,Judith Basin,"{""30045"": ""77.89"", ""30027"": ""22.11""}",Judith Basin|Fergus,30045|30027,FALSE,FALSE,America/Denver,Lima - Judith Gap,59418,TRUE,KGFA0,7993,609,77.26271306
86510,36.23729,-110.23069,Pinon,AZ,Arizona,TRUE,,4693,2.4,4017,Navajo,"{""04017"": ""99.7"", ""04001"": ""0.3""}",Navajo|Apache,04017|04001,FALSE,FALSE,America/Denver,Window Rock Airport,86510,TRUE,72276,5901,618,76.72001432
87006,34.49195,-106.84311,Bosque,NM,New Mexico,TRUE,,1324,8.9,35053,Socorro,"{""35053"": ""59.6"", ""35061"": ""40.4""}",Socorro|Valencia,35053|35061,FALSE,FALSE,America/Denver,Belen Regional Airport,87006,TRUE,KGNT0,6014,454,76.05719742
59453,46.64953,-109.63272,Judith Gap,MT,Montana,TRUE,,285,0.2,30107,Wheatland,"{""30107"": ""76.52"", ""30045"": ""4.7"", ""30027"": ""18.78""}",Wheatland|Judith Basin|Fergus,30107|30045|30027,FALSE,FALSE,America/Denver,Lima - Judith Gap,59453,TRUE,72273,2471,1773,75.52639203
59441,46.85917,-108.98017,Forest Grove,MT,Montana,TRUE,,59,0.1,30027,Fergus,"{""30027"": ""100""}",Fergus,30027,FALSE,FALSE,America/Denver,N Bar Ranch Airport,59441,TRUE,72677,7278,865,74.89419419
89043,38.25741,-114.47219,Pioche,NV,Nevada,TRUE,,1317,0.3,32017,Lincoln,"{""32017"": ""100""}",Lincoln,32017,FALSE,FALSE,America/Los_Angeles,Caliente,89043,TRUE,72486,7356,577,74.8558693
57717,44.9518,-103.88836,Belle Fourche,SD,South Dakota,TRUE,,8000,2.5,46019,Butte,"{""46019"": ""98.5"", ""56011"": ""0.87"", ""46081"": ""0.39"", ""46063"": ""0.24""}",Butte|Crook|Lawrence|Harding,46019|56011|46081|46063,FALSE,FALSE,America/Denver,Belle Fourche,57717,TRUE,72662,7538,843,74.76087133
89832,41.98653,-116.16574,Owyhee,NV,Nevada,TRUE,,1351,3.9,32007,Elko,"{""32007"": ""72.7"", ""16073"": ""27.3""}",Elko|Owyhee,32007|16073,FALSE,FALSE,America/Los_Angeles,Mountain Home / Mountain Home Air Force Base,89832,TRUE,KMUO0,6589,1198,74.54941285
99667,61.82399,-151.78293,Skwentna,AK,Alaska,TRUE,,86,0,2170,Matanuska-Susitna,"{""02170"": ""100""}",Matanuska-Susitna,2170,FALSE,FALSE,America/Anchorage,Hayes River / Skwentna,99667,TRUE,PALH0,9618,10,74.4565306
77012,29.71896,-95.27431,Houston,TX,Texas,TRUE,,19468,1913.8,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,Houston Hobby Airport,77012,TRUE,KUTS0,1715,3650,73.43945831
59076,46.27876,-107.07395,Sanders,MT,Montana,TRUE,,88,2.9,30103,Treasure,"{""30103"": ""100""}",Treasure,30103,FALSE,FALSE,America/Denver,Big Horn County Airport,59076,TRUE,KJDN0,7749,956,72.77092302
77004,29.72463,-95.36309,Houston,TX,Texas,TRUE,,36959,2469,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77004,TRUE,KUTS0,1715,3650,71.88852865
86039,36.06276,-110.53209,Kykotsmovi Village,AZ,Arizona,TRUE,,1273,1.7,4017,Navajo,"{""04017"": ""100""}",Navajo,4017,FALSE,FALSE,America/Denver,Winslow Municipal Airport,86039,TRUE,72374,4497,1530,71.88268706
77005,29.71816,-95.42419,Houston,TX,Texas,TRUE,,28552,2867.1,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77005,TRUE,KUTS0,1715,3650,71.74284715
81610,40.3027,-108.76948,Dinosaur,CO,Colorado,TRUE,,320,0.4,8081,Moffat,"{""08081"": ""100""}",Moffat,8081,FALSE,FALSE,America/Denver,Rangely Airport,81610,TRUE,KC070,10508,0,71.66068127
77011,29.7433,-95.30849,Houston,TX,Texas,TRUE,,17803,1925.7,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77011,TRUE,KUTS0,1715,3650,71.31035764
57724,45.64027,-104.02776,Camp Crook,SD,South Dakota,TRUE,,233,0.3,46063,Harding,"{""46063"": ""83.81"", ""30011"": ""16.19""}",Harding|Carter,46063|30011,FALSE,FALSE,America/Denver,Buffalo,57724,TRUE,KHEI0,8654,597,70.93505125
77006,29.74088,-95.39132,Houston,TX,Texas,TRUE,,22632,3874.8,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77006,TRUE,KUTS0,1715,3650,70.4864646
77003,29.74932,-95.34582,Houston,TX,Texas,TRUE,,9876,1502,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77003,TRUE,KUTS0,1715,3650,70.41643555
85341,31.87377,-112.78476,Lukeville,AZ,Arizona,TRUE,,0,0,4019,Pima,"{""04019"": ""100""}",Pima,4019,FALSE,FALSE,America/Phoenix,Gila Bend U. S. Army Airfield,85341,TRUE,KGXF0,1339,4587,70.14492306
99764,63.38147,-141.51133,Northway,AK,Alaska,TRUE,,439,0.1,2240,Southeast Fairbanks,"{""02240"": ""100""}",Southeast Fairbanks,2240,FALSE,FALSE,America/Anchorage,Nabesna,99764,TRUE,CYXQ0,14216,10,70.09526953
36518,31.45453,-88.28395,Chatom,AL,Alabama,TRUE,,2468,7,1129,Washington,"{""01129"": ""100""}",Washington,1129,FALSE,FALSE,America/Chicago,Bay Minette Municipal Airport,36518,TRUE,KPQL0,1636,2734,70.04645146
88009,32.01011,-108.59661,Playas,NM,New Mexico,TRUE,,49,0.1,35023,Hidalgo,"{""35023"": ""100""}",Hidalgo,35023,FALSE,FALSE,America/Denver,Lordsburg,88009,TRUE,KDUG0,2531,2169,69.99805862
77010,29.75365,-95.35982,Houston,TX,Texas,TRUE,,862,2695.8,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77010,TRUE,KUTS0,1715,3650,69.95666246
99774,66.01942,-149.0769,Stevens Village,AK,Alaska,TRUE,,11,0.4,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Prospect Creek / Coldfoot,99774,TRUE,PAPR0,14647,31,69.92776766
86033,36.67265,-110.22883,Kayenta,AZ,Arizona,TRUE,,7407,2.4,4017,Navajo,"{""04017"": ""97.57"", ""04001"": ""2.43""}",Navajo|Apache,04017|04001,FALSE,FALSE,America/Denver,Page Municipal Airport,86033,TRUE,72371,3838,2432,69.9181894
77002,29.75641,-95.3653,Houston,TX,Texas,TRUE,,13571,2603.8,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77002,TRUE,KUTS0,1715,3650,69.70667968
84621,39.05132,-111.82568,Axtell,UT,Utah,TRUE,,91,4.8,49039,Sanpete,"{""49039"": ""100""}",Sanpete,49039,FALSE,FALSE,America/Denver,Manti-Ephraim Airport,84621,TRUE,72470,6461,1024,69.50238211
59011,45.9299,-109.97895,Big Timber,MT,Montana,TRUE,,3136,1.3,30097,Sweet Grass,"{""30097"": ""100""}",Sweet Grass,30097,FALSE,FALSE,America/Denver,Big Timber Airport,59011,TRUE,72677,7278,865,69.18447248
77013,29.79548,-95.2382,Houston,TX,Texas,TRUE,,20706,911.7,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77013,TRUE,KUTS0,1715,3650,68.95735493
79229,33.66676,-100.67825,Dickens,TX,Texas,TRUE,,401,0.7,48125,Dickens,"{""48125"": ""100""}",Dickens,48125,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79229,TRUE,KPVW0,4229,1798,68.91406882
79233,34.52345,-100.52865,Estelline,TX,Texas,TRUE,,116,0.6,48191,Hall,"{""48191"": ""100""}",Hall,48191,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79233,TRUE,KAXS0,3362,3016,68.7548017
59038,46.19039,-107.22703,Hysham,MT,Montana,TRUE,,652,0.3,30103,Treasure,"{""30103"": ""96.19"", ""30003"": ""3.81""}",Treasure|Big Horn,30103|30003,FALSE,FALSE,America/Denver,Big Horn County Airport,59038,TRUE,72677,7278,865,68.5421546
67836,38.02158,-102.00699,Coolidge,KS,Kansas,TRUE,,207,1.3,20075,Hamilton,"{""20075"": ""100""}",Hamilton,20075,FALSE,FALSE,America/Denver,Syracuse-Hamilton County Municipal Airport,67836,TRUE,KTQK0,5883,1586,68.45147462
59410,47.48417,-112.65292,Augusta,MT,Montana,TRUE,,607,0.2,30049,Lewis and Clark,"{""30049"": ""96.25"", ""30099"": ""3.75""}",Lewis and Clark|Teton,30049|30099,FALSE,FALSE,America/Denver,Foxtrot,59410,TRUE,KGFA0,7993,609,68.4350448
77007,29.77128,-95.41144,Houston,TX,Texas,TRUE,,37492,1853.7,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77007,TRUE,KUTS0,1715,3650,68.22077579
85321,32.22945,-112.65431,Ajo,AZ,Arizona,TRUE,,4370,1.1,4019,Pima,"{""04019"": ""96.6"", ""04013"": ""3.4""}",Pima|Maricopa,04019|04013,FALSE,FALSE,America/Phoenix,Gila Bend U. S. Army Airfield,85321,TRUE,KA390,1627,4083,67.83231994
79236,33.64183,-100.22815,Guthrie,TX,Texas,TRUE,,210,0.2,48269,King,"{""48269"": ""100""}",King,48269,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79236,TRUE,KF050,3071,3193,67.5183205
99746,65.57286,-158.11934,Huslia,AK,Alaska,TRUE,,404,0,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Huslia Airport,99746,TRUE,70222,13748,23,67.45644088
82055,41.33767,-106.16839,Centennial,WY,Wyoming,TRUE,,257,0.9,56001,Albany,"{""56001"": ""100""}",Albany,56001,FALSE,FALSE,America/Denver,Laramie Regional Airport,82055,TRUE,KSBS0,9322,149,67.4453305
84622,39.10383,-111.82172,Centerfield,UT,Utah,TRUE,,1771,35.3,49039,Sanpete,"{""49039"": ""100""}",Sanpete,49039,FALSE,FALSE,America/Denver,Manti-Ephraim Airport,84622,TRUE,72470,6461,1024,67.3316228
79259,34.40293,-100.46298,Tell,TX,Texas,TRUE,,61,0.3,48075,Childress,"{""48075"": ""66.67"", ""48191"": ""33.33""}",Childress|Hall,48075|48191,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79259,TRUE,KAXS0,3362,3016,67.176909
79245,34.84545,-100.50845,Memphis,TX,Texas,TRUE,,2400,3.6,48191,Hall,"{""48191"": ""97.21"", ""48087"": ""1.9"", ""48129"": ""0.89""}",Hall|Collingsworth|Donley,48191|48087|48129,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79245,TRUE,KAXS0,3362,3016,67.16961868
77009,29.79504,-95.36747,Houston,TX,Texas,TRUE,,36260,2264.2,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77009,TRUE,KUTS0,1715,3650,67.06216158
99745,66.04309,-154.2477,Hughes,AK,Alaska,TRUE,,90,8.6,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Huslia Airport,99745,TRUE,70173,13954,24,66.69002248
87821,33.97948,-108.05949,Datil,NM,New Mexico,TRUE,,589,0.1,35003,Catron,"{""35003"": ""100""}",Catron,35003,FALSE,FALSE,America/Denver,Socorro Municipal,87821,TRUE,72362,3861,1642,66.46834725
77008,29.7986,-95.41754,Houston,TX,Texas,TRUE,,34184,2020.4,48201,Harris,"{""48201"": ""100""}",Harris,48201,FALSE,FALSE,America/Chicago,John Dunn Helistop,77008,TRUE,KUTS0,1715,3650,66.29942147
59317,45.36386,-105.49341,Broadus,MT,Montana,TRUE,,1084,0.2,30075,Powder River,"{""30075"": ""100""}",Powder River,30075,FALSE,FALSE,America/Denver,Hulett Muni,59317,TRUE,KW430,7842,706,66.25456272
87830,33.7196,-108.73952,Reserve,NM,New Mexico,TRUE,,1571,0.7,35003,Catron,"{""35003"": ""100""}",Catron,35003,FALSE,FALSE,America/Denver,Springerville Municipal Airport,87830,TRUE,KSJN0,4855,1117,66.2150639
99730,65.61511,-145.25129,Central,AK,Alaska,TRUE,,49,0,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Central,99730,TRUE,70194,15298,78,65.75066486
69131,41.40732,-102.97355,Dalton,NE,Nebraska,TRUE,,618,1.3,31033,Cheyenne,"{""31033"": ""96.43"", ""31123"": ""3.57""}",Cheyenne|Morrill,31033|31123,FALSE,FALSE,America/Denver,Hotel (Gurley),69131,TRUE,KOGA0,6564,1319,65.61012776
79539,33.36843,-99.88223,O'Brien,TX,Texas,TRUE,,169,1.7,48207,Haskell,"{""48207"": ""100""}",Haskell,48207,FALSE,FALSE,America/Chicago,Abilene / Tye,79539,TRUE,69019,2816,3257,65.5632105
82083,41.65941,-106.08568,Rock River,WY,Wyoming,TRUE,,229,0.2,56001,Albany,"{""56001"": ""79.09"", ""56007"": ""20.91""}",Albany|Carbon,56001|56007,FALSE,FALSE,America/Denver,Elk Mountain Awos,82083,TRUE,KEAN0,6234,975,65.53267623
86030,35.9762,-110.71337,Hotevilla,AZ,Arizona,TRUE,,1531,2.5,4017,Navajo,"{""04017"": ""99.78"", ""04005"": ""0.22""}",Navajo|Coconino,04017|04005,FALSE,FALSE,America/Phoenix,Winslow Municipal Airport,86030,TRUE,72374,4497,1530,65.14909087
57317,43.12625,-98.98066,Bonesteel,SD,South Dakota,TRUE,,652,1.6,46053,Gregory,"{""46053"": ""100""}",Gregory,46053,FALSE,FALSE,America/Chicago,"Pickstown, Sd.",57317,TRUE,KMHE0,7576,1049,65.12172221
69125,41.61648,-102.83343,Broadwater,NE,Nebraska,TRUE,,328,0.5,31123,Morrill,"{""31123"": ""100""}",Morrill,31123,FALSE,FALSE,America/Denver,Hotel (Gurley),69125,TRUE,KOGA0,6564,1319,64.97286025
84634,39.1584,-111.81108,Gunnison,UT,Utah,TRUE,,3388,31.1,49039,Sanpete,"{""49039"": ""100""}",Sanpete,49039,FALSE,FALSE,America/Denver,Manti-Ephraim Airport,84634,TRUE,72470,6461,1024,64.90981096
89831,41.73253,-116.11224,Mountain City,NV,Nevada,TRUE,,0,0,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles,Elko / Coin,89831,TRUE,70580,6967,886,64.88283271
27824,35.52145,-76.03258,Engelhard,NC,North Carolina,TRUE,,2001,7.9,37095,Hyde,"{""37095"": ""100""}",Hyde,37095,FALSE,FALSE,America/New_York,Hyde County Airport,27824,TRUE,KEWN0,2500,1912,64.85425325
79237,34.91339,-100.63784,Hedley,TX,Texas,TRUE,,403,0.8,48129,Donley,"{""48129"": ""100""}",Donley,48129,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79237,TRUE,72363,4208,1969,64.51173842
79251,34.92884,-100.4389,Quail,TX,Texas,TRUE,,15,0.1,48087,Collingsworth,"{""48087"": ""100""}",Collingsworth,48087,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79251,TRUE,KAXS0,3362,3016,64.41383173
87820,33.89521,-108.54735,Aragon,NM,New Mexico,TRUE,,106,0.3,35003,Catron,"{""35003"": ""100""}",Catron,35003,FALSE,FALSE,America/Denver,Springerville Municipal Airport,87820,TRUE,KSJN0,4855,1117,64.12395904
79239,34.65106,-100.75781,Lakeview,TX,Texas,TRUE,,206,0.4,48191,Hall,"{""48191"": ""100""}",Hall,48191,FALSE,FALSE,America/Chicago,Childress Municipal Airport,79239,TRUE,KPVW0,4229,1798,64.07013667
86547,36.50412,-109.49668,Round Rock,AZ,Arizona,TRUE,,1232,3.7,4001,Apache,"{""04001"": ""100""}",Apache,4001,FALSE,FALSE,America/Denver,Window Rock Airport,86547,TRUE,72276,5901,618,63.7123142
89404,41.88683,-118.70584,Denio,NV,Nevada,TRUE,,28,0,32013,Humboldt,"{""32013"": ""100""}",Humboldt,32013,FALSE,FALSE,America/Los_Angeles,Rome / Basque,89404,TRUE,KREO0,6335,1155,63.56315719
88426,35.53808,-103.51084,Logan,NM,New Mexico,TRUE,,981,0.5,35037,Quay,"{""35037"": ""92.41"", ""35021"": ""7.59""}",Quay|Harding,35037|35021,FALSE,FALSE,America/Denver,Tucumcari Municipal Airport,88426,TRUE,74736,4825,1651,63.543208
97818,45.77477,-119.87004,Boardman,OR,Oregon,TRUE,,4176,20.4,41049,Morrow,"{""41049"": ""100""}",Morrow,41049,FALSE,FALSE,America/Los_Angeles,Lexington Airport,97818,TRUE,KDLS0,4474,1238,63.52711974
79529,33.43853,-99.84731,Knox City,TX,Texas,TRUE,,1476,6.4,48275,Knox,"{""48275"": ""99.64"", ""48207"": ""0.36""}",Knox|Haskell,48275|48207,FALSE,FALSE,America/Chicago,Vernon / Hinds,79529,TRUE,KF050,3071,3193,63.28114271
86045,36.05915,-111.12132,Tuba City,AZ,Arizona,TRUE,,11634,3.3,4005,Coconino,"{""04005"": ""100""}",Coconino,4005,FALSE,FALSE,America/Phoenix,Grand Canyon Park,86045,TRUE,72371,3838,2432,63.09729265
59430,47.43476,-109.84057,Denton,MT,Montana,TRUE,,354,0.3,30027,Fergus,"{""30027"": ""95.59"", ""30045"": ""4.41""}",Fergus|Judith Basin,30027|30045,FALSE,FALSE,America/Denver,Delta,59430,TRUE,KGFA0,7993,609,63.08519584
97641,43.26455,-120.51876,Christmas Valley,OR,Oregon,TRUE,,1286,0.8,41037,Lake,"{""41037"": ""100""}",Lake,41037,FALSE,FALSE,America/Los_Angeles,Sunriver,97641,TRUE,KS210,7935,120,63.04189496
86435,36.05405,-112.90194,Supai,AZ,Arizona,TRUE,,15,0,4005,Coconino,"{""04005"": ""100""}",Coconino,4005,FALSE,FALSE,America/Phoenix,Grand Canyon National Park Airport,86435,TRUE,KAZC0,4789,1436,62.89696869
33503,27.76516,-82.27648,Balm,FL,Florida,TRUE,,204,121.9,12057,Hillsborough,"{""12057"": ""100""}",Hillsborough,12057,FALSE,FALSE,America/New_York,Tampa Bay Area,33503,TRUE,KISM0,445,3490,62.72850189
83232,42.13868,-111.97167,Dayton,ID,Idaho,TRUE,,622,24.4,16041,Franklin,"{""16041"": ""100""}",Franklin,16041,FALSE,FALSE,America/Boise,Malad City,83232,TRUE,72578,7609,782,62.55653636
99740,67.53438,-143.74514,Fort Yukon,AK,Alaska,TRUE,,533,0,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Arctic Village,99740,TRUE,PARC0,17090,16,62.41381029
99141,48.73768,-118.14451,Kettle Falls,WA,Washington,TRUE,,5081,3.7,53065,Stevens,"{""53065"": ""80.46"", ""53019"": ""19.54""}",Stevens|Ferry,53065|53019,FALSE,FALSE,America/Los_Angeles,Colville Municipal Airport,99141,TRUE,71215,6299,816,62.22906155
84313,41.65759,-113.96194,Grouse Creek,UT,Utah,TRUE,,89,0.1,49003,Box Elder,"{""49003"": ""100""}",Box Elder,49003,FALSE,FALSE,America/Denver,Burley / Heyburn,84313,TRUE,KBYI0,7155,680,61.9234012
58463,47.49072,-100.47234,Mcclusky,ND,North Dakota,TRUE,,649,0.6,38083,Sheridan,"{""38083"": ""100""}",Sheridan,38083,FALSE,FALSE,America/Chicago,Harvey Municipal Airport,58463,TRUE,K46D0,9700,489,61.75932584
87017,36.32022,-106.76865,Gallina,NM,New Mexico,TRUE,,346,0.8,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver,Star Lake Johnson Ranch / Lagunitas,87017,TRUE,KSAF0,5558,710,61.6675612
70091,29.21349,-89.28346,Venice,LA,Louisiana,TRUE,,332,0.6,22075,Plaquemines,"{""22075"": ""100""}",Plaquemines,22075,FALSE,FALSE,America/Chicago,Boothville,70091,TRUE,KNBG0,1378,2969,61.59876306
89826,41.8873,-115.38128,Jarbidge,NV,Nevada,TRUE,,0,0,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles,Twin Falls / Berger,89826,TRUE,KTWF0,6907,1022,61.47940507
79830,29.80008,-103.22468,Alpine,TX,Texas,TRUE,,7883,1.5,48043,Brewster,"{""48043"": ""100""}",Brewster,48043,FALSE,FALSE,America/Chicago,Lajitas International Airport,79830,TRUE,72264,3364,1453,61.4405066
99733,65.79284,-144.18283,Circle,AK,Alaska,TRUE,,74,0.3,2290,Yukon-Koyukuk,"{""02290"": ""100""}",Yukon-Koyukuk,2290,FALSE,FALSE,America/Anchorage,Central,99733,TRUE,70194,15298,78,61.42864241
88040,31.61683,-108.43763,Hachita,NM,New Mexico,TRUE,,105,0,35017,Grant,"{""35017"": ""63.79"", ""35023"": ""36.21""}",Grant|Hidalgo,35017|35023,FALSE,FALSE,America/Denver,Lordsburg,88040,TRUE,KDMN0,3182,2076,61.2902079
59003,45.46675,-106.19541,Ashland,MT,Montana,TRUE,,1343,0.8,30087,Rosebud,"{""30087"": ""85.26"", ""30075"": ""14.74""}",Rosebud|Powder River,30087|30075,FALSE,FALSE,America/Denver,Sheridan County Airport,59003,TRUE,72666,7762,741,61.26761312
84630,39.29518,-111.81731,Fayette,UT,Utah,TRUE,,454,1.8,49039,Sanpete,"{""49039"": ""100""}",Sanpete,49039,FALSE,FALSE,America/Denver,Manti-Ephraim Airport,84630,TRUE,72470,6461,1024,61.11906605
86545,36.70591,-109.60744,Rock Point,AZ,Arizona,TRUE,,1373,1.6,4001,Apache,"{""04001"": ""100""}",Apache,4001,FALSE,FALSE,America/Denver,Blanding,86545,TRUE,KBDG0,5639,1067,61.00678056
79544,33.30151,-99.85288,Rochester,TX,Texas,TRUE,,567,2.7,48207,Haskell,"{""48207"": ""100""}",Haskell,48207,FALSE,FALSE,America/Chicago,Abilene / Tye,79544,TRUE,69019,2816,3257,60.92112955
59010,45.99697,-107.30997,Bighorn,MT,Montana,TRUE,,139,0.2,30103,Treasure,"{""30103"": ""52.94"", ""30003"": ""47.06""}",Treasure|Big Horn,30103|30003,FALSE,FALSE,America/Denver,Big Horn County Airport,59010,TRUE,72677,7278,865,60.90415358
